"Labor Force Data by County, 2014 Annual Averages",,,,,,,,,
,,,,,,,,,
,State,County,,,,,,,Unemploy-
CN3103500000000,31,035,"Clay County, NE",2014,,"3,467     ","3,354     ",113     ,3.3     
CN3103700000000,31,037,"Colfax County, NE",2014,,"5,630     ","5,463     ",167     ,3.0     
CN3103900000000,31,039,"Cuming County, NE",2014,,"4,958     ","4,828     ",130     ,2.6     
CN3104100000000,31,041,"Custer County, NE",2014,,"6,144     ","5,996     ",148     ,2.4     
CN3104300000000,31,043,"Dakota County, NE",2014,,"11,064     ","10,654     ",410     ,3.7     
CN3104500000000,31,045,"Dawes County, NE",2014,,"5,292     ","5,138     ",154     ,2.9     
CN3104700000000,31,047,"Dawson County, NE",2014,,"13,353     ","12,893     ",460     ,3.4     
CN3104900000000,31,049,"Deuel County, NE",2014,,"1,093     ","1,063     ",30     ,2.7     
CN3105100000000,31,051,"Dixon County, NE",2014,,"3,062     ","2,969     ",93     ,3.0     
CN3105300000000,31,053,"Dodge County, NE",2014,,"19,250     ","18,553     ",697     ,3.6     
CN3105500000000,31,055,"Douglas County, NE",2014,,"286,920     ","276,586     ","10,334     ",3.6     
CN3105700000000,31,057,"Dundy County, NE",2014,,"1,279     ","1,250     ",29     ,2.3     
CN3105900000000,31,059,"Fillmore County, NE",2014,,"3,251     ","3,173     ",78     ,2.4     
CN3106100000000,31,061,"Franklin County, NE",2014,,"1,579     ","1,529     ",50     ,3.2     
CN3106300000000,31,063,"Frontier County, NE",2014,,"1,554     ","1,511     ",43     ,2.8     
CN3106500000000,31,065,"Furnas County, NE",2014,,"2,714     ","2,636     ",78     ,2.9     
CN3106700000000,31,067,"Gage County, NE",2014,,"11,105     ","10,650     ",455     ,4.1     
CN3106900000000,31,069,"Garden County, NE",2014,,"1,195     ","1,161     ",34     ,2.8     
CN3107100000000,31,071,"Garfield County, NE",2014,,"1,204     ","1,173     ",31     ,2.6     
CN3107300000000,31,073,"Gosper County, NE",2014,,"1,138     ","1,104     ",34     ,3.0     
CN3107500000000,31,075,"Grant County, NE",2014,,429     ,419     ,10     ,2.3     
CN3107700000000,31,077,"Greeley County, NE",2014,,"1,274     ","1,233     ",41     ,3.2     
CN3107900000000,31,079,"Hall County, NE",2014,,"32,445     ","31,187     ","1,258     ",3.9     
CN3108100000000,31,081,"Hamilton County, NE",2014,,"4,771     ","4,628     ",143     ,3.0     
CN3108300000000,31,083,"Harlan County, NE",2014,,"1,805     ","1,758     ",47     ,2.6     
CN3108500000000,31,085,"Hayes County, NE",2014,,629     ,611     ,18     ,2.9     
CN3108700000000,31,087,"Hitchcock County, NE",2014,,"1,343     ","1,297     ",46     ,3.4     
CN3108900000000,31,089,"Holt County, NE",2014,,"5,931     ","5,774     ",157     ,2.6     
CN3109100000000,31,091,"Hooker County, NE",2014,,424     ,406     ,18     ,4.2     
CN3109300000000,31,093,"Howard County, NE",2014,,"3,371     ","3,246     ",125     ,3.7     
CN3109500000000,31,095,"Jefferson County, NE",2014,,"4,306     ","4,175     ",131     ,3.0     
CN3109700000000,31,097,"Johnson County, NE",2014,,"2,173     ","2,090     ",83     ,3.8     
CN3109900000000,31,099,"Kearney County, NE",2014,,"3,854     ","3,760     ",94     ,2.4     
CN3110100000000,31,101,"Keith County, NE",2014,,"4,674     ","4,540     ",134     ,2.9     
CN3110300000000,31,103,"Keya Paha County, NE",2014,,620     ,603     ,17     ,2.7     
CN3110500000000,31,105,"Kimball County, NE",2014,,"2,231     ","2,175     ",56     ,2.5     
CN3110700000000,31,107,"Knox County, NE",2014,,"4,739     ","4,593     ",146     ,3.1     
CN3110900000000,31,109,"Lancaster County, NE",2014,,"168,454     ","163,468     ","4,986     ",3.0     
CN3111100000000,31,111,"Lincoln County, NE",2014,,"18,760     ","18,154     ",606     ,3.2     
CN3111300000000,31,113,"Logan County, NE",2014,,496     ,481     ,15     ,3.0     
CN3111500000000,31,115,"Loup County, NE",2014,,381     ,367     ,14     ,3.7     
CN3111700000000,31,117,"McPherson County, NE",2014,,439     ,429     ,10     ,2.3     
CN3111900000000,31,119,"Madison County, NE",2014,,"19,515     ","18,943     ",572     ,2.9     
CN3112100000000,31,121,"Merrick County, NE",2014,,"4,120     ","3,965     ",155     ,3.8     
CN3112300000000,31,123,"Morrill County, NE",2014,,"2,685     ","2,605     ",80     ,3.0     
CN3112500000000,31,125,"Nance County, NE",2014,,"2,074     ","2,018     ",56     ,2.7     
CN3112700000000,31,127,"Nemaha County, NE",2014,,"3,732     ","3,589     ",143     ,3.8     
CN3112900000000,31,129,"Nuckolls County, NE",2014,,"2,407     ","2,340     ",67     ,2.8     
CN3113100000000,31,131,"Otoe County, NE",2014,,"8,259     ","7,955     ",304     ,3.7     
CN3113300000000,31,133,"Pawnee County, NE",2014,,"1,656     ","1,610     ",46     ,2.8     
CN3113500000000,31,135,"Perkins County, NE",2014,,"1,855     ","1,816     ",39     ,2.1     
CN3113700000000,31,137,"Phelps County, NE",2014,,"5,061     ","4,931     ",130     ,2.6     
CN3113900000000,31,139,"Pierce County, NE",2014,,"4,246     ","4,125     ",121     ,2.8     
CN3114100000000,31,141,"Platte County, NE",2014,,"17,341     ","16,827     ",514     ,3.0     
CN3114300000000,31,143,"Polk County, NE",2014,,"2,967     ","2,873     ",94     ,3.2     
CN3114500000000,31,145,"Red Willow County, NE",2014,,"6,298     ","6,137     ",161     ,2.6     
CN3114700000000,31,147,"Richardson County, NE",2014,,"4,283     ","4,128     ",155     ,3.6     
CN3114900000000,31,149,"Rock County, NE",2014,,885     ,862     ,23     ,2.6     
CN3115100000000,31,151,"Saline County, NE",2014,,"7,246     ","6,998     ",248     ,3.4     
CN3115300000000,31,153,"Sarpy County, NE",2014,,"89,956     ","87,186     ","2,770     ",3.1     
CN3115500000000,31,155,"Saunders County, NE",2014,,"11,035     ","10,653     ",382     ,3.5     
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,,"18,781     ","18,104     ",677     ,3.6     
CN3115900000000,31,159,"Seward County, NE",2014,,"8,869     ","8,599     ",270     ,3.0     
CN3116100000000,31,161,"Sheridan County, NE",2014,,"2,784     ","2,712     ",72     ,2.6     
CN3116300000000,31,163,"Sherman County, NE",2014,,"1,730     ","1,673     ",57     ,3.3     
CN3116500000000,31,165,"Sioux County, NE",2014,,808     ,788     ,20     ,2.5     
CN3116700000000,31,167,"Stanton County, NE",2014,,"3,582     ","3,482     ",100     ,2.8     
CN3116900000000,31,169,"Thayer County, NE",2014,,"3,037     ","2,960     ",77     ,2.5     
CN3117100000000,31,171,"Thomas County, NE",2014,,429     ,414     ,15     ,3.5     
CN3117300000000,31,173,"Thurston County, NE",2014,,"3,025     ","2,842     ",183     ,6.0     
CN3117500000000,31,175,"Valley County, NE",2014,,"2,122     ","2,058     ",64     ,3.0     
CN3117700000000,31,177,"Washington County, NE",2014,,"11,061     ","10,706     ",355     ,3.2     
CN3117900000000,31,179,"Wayne County, NE",2014,,"5,576     ","5,420     ",156     ,2.8     
CN3118100000000,31,181,"Webster County, NE",2014,,"1,731     ","1,673     ",58     ,3.4     
CN3118300000000,31,183,"Wheeler County, NE",2014,,560     ,544     ,16     ,2.9     
CN3118500000000,31,185,"York County, NE",2014,,"7,408     ","7,174     ",234     ,3.2     
CN3200100000000,32,001,"Churchill County, NV",2014,,"10,941     ","10,113     ",828     ,7.6     
CN3200300000000,32,003,"Clark County, NV",2014,,"1,024,635     ","942,946     ","81,689     ",8.0     
CN3200500000000,32,005,"Douglas County, NV",2014,,"22,494     ","20,704     ","1,790     ",8.0     
CN3200700000000,32,007,"Elko County, NV",2014,,"28,362     ","26,786     ","1,576     ",5.6     
CN3200900000000,32,009,"Esmeralda County, NV",2014,,535     ,511     ,24     ,4.5     
CN3201100000000,32,011,"Eureka County, NV",2014,,"1,041     ",979     ,62     ,6.0     
CN3201300000000,32,013,"Humboldt County, NV",2014,,"9,011     ","8,451     ",560     ,6.2     
CN3201500000000,32,015,"Lander County, NV",2014,,"3,388     ","3,166     ",222     ,6.6     
CN3201700000000,32,017,"Lincoln County, NV",2014,,"1,950     ","1,805     ",145     ,7.4     
CN3201900000000,32,019,"Lyon County, NV",2014,,"23,006     ","20,665     ","2,341     ",10.2     
CN3202100000000,32,021,"Mineral County, NV",2014,,"1,668     ","1,481     ",187     ,11.2     
CN3202300000000,32,023,"Nye County, NV",2014,,"16,401     ","14,824     ","1,577     ",9.6     
CN3202700000000,32,027,"Pershing County, NV",2014,,"2,618     ","2,430     ",188     ,7.2     
CN3202900000000,32,029,"Storey County, NV",2014,,"1,858     ","1,689     ",169     ,9.1     
CN3203100000000,32,031,"Washoe County, NV",2014,,"223,863     ","206,925     ","16,938     ",7.6     
CN3203300000000,32,033,"White Pine County, NV",2014,,"4,916     ","4,620     ",296     ,6.0     
CN3251000000000,32,510,"Carson City, NV",2014,,"25,116     ","22,945     ","2,171     ",8.6     
CN3300100000000,33,001,"Belknap County, NH",2014,,"31,552     ","30,246     ","1,306     ",4.1     
CN3300300000000,33,003,"Carroll County, NH",2014,,"24,140     ","23,116     ","1,024     ",4.2     
CN3300500000000,33,005,"Cheshire County, NH",2014,,"41,953     ","40,261     ","1,692     ",4.0     
CN3300700000000,33,007,"Coos County, NH",2014,,"15,159     ","14,270     ",889     ,5.9     
CN3300900000000,33,009,"Grafton County, NH",2014,,"48,382     ","46,671     ","1,711     ",3.5     
CN3301100000000,33,011,"Hillsborough County, NH",2014,,"228,225     ","217,971     ","10,254     ",4.5     
CN3301300000000,33,013,"Merrimack County, NH",2014,,"80,721     ","77,650     ","3,071     ",3.8     
CN3301500000000,33,015,"Rockingham County, NH",2014,,"176,310     ","168,195     ","8,115     ",4.6     
CN3301700000000,33,017,"Strafford County, NH",2014,,"70,460     ","67,658     ","2,802     ",4.0     
CN3301900000000,33,019,"Sullivan County, NH",2014,,"23,709     ","22,862     ",847     ,3.6     
CN3400100000000,34,001,"Atlantic County, NJ",2014,,"132,676     ","118,708     ","13,968     ",10.5     
CN3400300000000,34,003,"Bergen County, NJ",2014,,"480,108     ","454,109     ","25,999     ",5.4     
CN3400500000000,34,005,"Burlington County, NJ",2014,,"229,579     ","214,868     ","14,711     ",6.4     
CN3400700000000,34,007,"Camden County, NJ",2014,,"252,870     ","233,430     ","19,440     ",7.7     
CN3400900000000,34,009,"Cape May County, NJ",2014,,"48,802     ","42,811     ","5,991     ",12.3     
CN3401100000000,34,011,"Cumberland County, NJ",2014,,"67,458     ","60,757     ","6,701     ",9.9     
CN3401300000000,34,013,"Essex County, NJ",2014,,"375,939     ","345,903     ","30,036     ",8.0     
CN3401500000000,34,015,"Gloucester County, NJ",2014,,"148,176     ","137,331     ","10,845     ",7.3     
CN3401700000000,34,017,"Hudson County, NJ",2014,,"359,286     ","336,391     ","22,895     ",6.4     
CN3401900000000,34,019,"Hunterdon County, NJ",2014,,"65,766     ","62,577     ","3,189     ",4.8     
CN3402100000000,34,021,"Mercer County, NJ",2014,,"195,012     ","183,638     ","11,374     ",5.8     
CN3402300000000,34,023,"Middlesex County, NJ",2014,,"434,918     ","408,531     ","26,387     ",6.1     
CN3402500000000,34,025,"Monmouth County, NJ",2014,,"327,666     ","307,924     ","19,742     ",6.0     
CN3402700000000,34,027,"Morris County, NJ",2014,,"262,018     ","248,904     ","13,114     ",5.0     
CN3402900000000,34,029,"Ocean County, NJ",2014,,"266,273     ","246,687     ","19,586     ",7.4     
CN3403100000000,34,031,"Passaic County, NJ",2014,,"248,298     ","227,881     ","20,417     ",8.2     
CN3403300000000,34,033,"Salem County, NJ",2014,,"31,188     ","28,542     ","2,646     ",8.5     
CN3403500000000,34,035,"Somerset County, NJ",2014,,"173,653     ","164,621     ","9,032     ",5.2     
CN3403700000000,34,037,"Sussex County, NJ",2014,,"77,521     ","72,557     ","4,964     ",6.4     
CN3403900000000,34,039,"Union County, NJ",2014,,"279,304     ","260,048     ","19,256     ",6.9     
CN3404100000000,34,041,"Warren County, NJ",2014,,"57,089     ","53,481     ","3,608     ",6.3     
CN3500100000000,35,001,"Bernalillo County, NM",2014,,"318,721     ","298,723     ","19,998     ",6.3     
CN3500300000000,35,003,"Catron County, NM",2014,,"1,180     ","1,082     ",98     ,8.3     
CN3500500000000,35,005,"Chaves County, NM",2014,,"26,868     ","25,204     ","1,664     ",6.2     
CN3500600000000,35,006,"Cibola County, NM",2014,,"8,992     ","8,241     ",751     ,8.4     
CN3500700000000,35,007,"Colfax County, NM",2014,,"6,155     ","5,768     ",387     ,6.3     
CN3500900000000,35,009,"Curry County, NM",2014,,"21,678     ","20,575     ","1,103     ",5.1     
CN3501100000000,35,011,"De Baca County, NM",2014,,837     ,798     ,39     ,4.7     
CN3501300000000,35,013,"Dona Ana County, NM",2014,,"93,499     ","86,616     ","6,883     ",7.4     
CN3501500000000,35,015,"Eddy County, NM",2014,,"28,848     ","27,555     ","1,293     ",4.5     
CN3501700000000,35,017,"Grant County, NM",2014,,"12,433     ","11,602     ",831     ,6.7     
CN3501900000000,35,019,"Guadalupe County, NM",2014,,"1,617     ","1,492     ",125     ,7.7     
CN3502100000000,35,021,"Harding County, NM",2014,,314     ,298     ,16     ,5.1     
CN3502300000000,35,023,"Hidalgo County, NM",2014,,"2,136     ","1,983     ",153     ,7.2     
CN3502500000000,35,025,"Lea County, NM",2014,,"30,544     ","29,189     ","1,355     ",4.4     
CN3502700000000,35,027,"Lincoln County, NM",2014,,"8,738     ","8,207     ",531     ,6.1     
CN3502800000000,35,028,"Los Alamos County, NM",2014,,"8,426     ","8,076     ",350     ,4.2     
CN3502900000000,35,029,"Luna County, NM",2014,,"11,273     ","9,213     ","2,060     ",18.3     
CN3503100000000,35,031,"McKinley County, NM",2014,,"23,884     ","21,461     ","2,423     ",10.1     
CN3503300000000,35,033,"Mora County, NM",2014,,"2,249     ","1,999     ",250     ,11.1     
CN3503500000000,35,035,"Otero County, NM",2014,,"24,707     ","23,161     ","1,546     ",6.3     
CN3503700000000,35,037,"Quay County, NM",2014,,"3,253     ","3,037     ",216     ,6.6     
CN3503900000000,35,039,"Rio Arriba County, NM",2014,,"16,312     ","14,887     ","1,425     ",8.7     
CN3504100000000,35,041,"Roosevelt County, NM",2014,,"8,125     ","7,674     ",451     ,5.6     
CN3504300000000,35,043,"Sandoval County, NM",2014,,"60,870     ","56,480     ","4,390     ",7.2     
CN3504500000000,35,045,"San Juan County, NM",2014,,"55,039     ","51,497     ","3,542     ",6.4     
CN3504700000000,35,047,"San Miguel County, NM",2014,,"10,927     ","10,032     ",895     ,8.2     
CN3504900000000,35,049,"Santa Fe County, NM",2014,,"71,564     ","67,591     ","3,973     ",5.6     
CN3505100000000,35,051,"Sierra County, NM",2014,,"3,904     ","3,541     ",363     ,9.3     
CN3505300000000,35,053,"Socorro County, NM",2014,,"6,454     ","5,975     ",479     ,7.4     
CN3505500000000,35,055,"Taos County, NM",2014,,"14,960     ","13,462     ","1,498     ",10.0     
CN3505700000000,35,057,"Torrance County, NM",2014,,"5,545     ","5,002     ",543     ,9.8     
CN3505900000000,35,059,"Union County, NM",2014,,"1,895     ","1,807     ",88     ,4.6     
CN3506100000000,35,061,"Valencia County, NM",2014,,"29,435     ","27,079     ","2,356     ",8.0     
CN3600100000000,36,001,"Albany County, NY",2014,,"157,587     ","149,890     ","7,697     ",4.9     
CN3600300000000,36,003,"Allegany County, NY",2014,,"23,370     ","21,918     ","1,452     ",6.2     
CN3600500000000,36,005,"Bronx County, NY",2014,,"611,418     ","551,943     ","59,475     ",9.7     
CN3600700000000,36,007,"Broome County, NY",2014,,"88,166     ","82,321     ","5,845     ",6.6     
CN3600900000000,36,009,"Cattaraugus County, NY",2014,,"36,694     ","34,132     ","2,562     ",7.0     
CN3601100000000,36,011,"Cayuga County, NY",2014,,"37,690     ","35,435     ","2,255     ",6.0     
CN3601300000000,36,013,"Chautauqua County, NY",2014,,"57,894     ","53,955     ","3,939     ",6.8     
CN3601500000000,36,015,"Chemung County, NY",2014,,"38,247     ","35,856     ","2,391     ",6.3     
CN3601700000000,36,017,"Chenango County, NY",2014,,"23,231     ","21,789     ","1,442     ",6.2     
CN3601900000000,36,019,"Clinton County, NY",2014,,"36,067     ","33,674     ","2,393     ",6.6     
CN3602100000000,36,021,"Columbia County, NY",2014,,"31,388     ","29,910     ","1,478     ",4.7     
CN3602300000000,36,023,"Cortland County, NY",2014,,"23,710     ","22,169     ","1,541     ",6.5     
CN3602500000000,36,025,"Delaware County, NY",2014,,"20,071     ","18,754     ","1,317     ",6.6     
CN3602700000000,36,027,"Dutchess County, NY",2014,,"142,531     ","134,957     ","7,574     ",5.3     
CN3602900000000,36,029,"Erie County, NY",2014,,"449,349     ","421,971     ","27,378     ",6.1     
CN3603100000000,36,031,"Essex County, NY",2014,,"17,584     ","16,375     ","1,209     ",6.9     
CN3603300000000,36,033,"Franklin County, NY",2014,,"20,554     ","19,064     ","1,490     ",7.2     
CN3603500000000,36,035,"Fulton County, NY",2014,,"23,482     ","21,683     ","1,799     ",7.7     
CN3603700000000,36,037,"Genesee County, NY",2014,,"30,083     ","28,420     ","1,663     ",5.5     
CN3603900000000,36,039,"Greene County, NY",2014,,"20,757     ","19,357     ","1,400     ",6.7     
CN3604100000000,36,041,"Hamilton County, NY",2014,,"2,433     ","2,253     ",180     ,7.4     
CN3604300000000,36,043,"Herkimer County, NY",2014,,"28,909     ","26,950     ","1,959     ",6.8     
CN3604500000000,36,045,"Jefferson County, NY",2014,,"46,697     ","43,146     ","3,551     ",7.6     
CN3604700000000,36,047,"Kings County, NY",2014,,"1,229,847     ","1,136,323     ","93,524     ",7.6     
CN3604900000000,36,049,"Lewis County, NY",2014,,"11,890     ","10,958     ",932     ,7.8     
CN3605100000000,36,051,"Livingston County, NY",2014,,"31,012     ","29,217     ","1,795     ",5.8     
