LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN5116700000000,51,167,"Russell County, VA",2014,,"11,294","10,404",890,7.9
CN5116900000000,51,169,"Scott County, VA",2014,,"9,820","9,248",572,5.8
CN5117100000000,51,171,"Shenandoah County, VA",2014,,"21,316","20,253","1,063",5
CN5117300000000,51,173,"Smyth County, VA",2014,,"13,484","12,428","1,056",7.8
CN5117500000000,51,175,"Southampton County, VA",2014,,"9,133","8,686",447,4.9
CN5117700000000,51,177,"Spotsylvania County, VA",2014,,"64,351","60,884","3,467",5.4
CN5117900000000,51,179,"Stafford County, VA",2014,,"66,931","63,375","3,556",5.3
CN5118100000000,51,181,"Surry County, VA",2014,,"3,677","3,449",228,6.2
CN5118300000000,51,183,"Sussex County, VA",2014,,"4,122","3,802",320,7.8
CN5118500000000,51,185,"Tazewell County, VA",2014,,"17,172","15,770","1,402",8.2
CN5118700000000,51,187,"Warren County, VA",2014,,"19,991","18,866","1,125",5.6
CN5119100000000,51,191,"Washington County, VA",2014,,"27,723","26,129","1,594",5.7
CN5119300000000,51,193,"Westmoreland County, VA",2014,,"9,043","8,460",583,6.4
CN5119500000000,51,195,"Wise County, VA",2014,,"14,493","13,122","1,371",9.5
CN5119700000000,51,197,"Wythe County, VA",2014,,"13,820","12,933",887,6.4
CN5119900000000,51,199,"York County, VA",2014,,"31,951","30,356","1,595",5
CN5151000000000,51,510,"Alexandria city, VA",2014,,"93,898","90,298","3,600",3.8
CN5152000000000,51,520,"Bristol city, VA",2014,,"7,750","7,256",494,6.4
CN5153000000000,51,530,"Buena Vista city, VA",2014,,"3,167","2,976",191,6
CN5154000000000,51,540,"Charlottesville city, VA",2014,,"24,312","23,263","1,049",4.3
CN5155000000000,51,550,"Chesapeake city, VA",2014,,"117,705","111,515","6,190",5.3
CN5157000000000,51,570,"Colonial Heights city, VA",2014,,"8,736","8,231",505,5.8
CN5158000000000,51,580,"Covington city, VA",2014,,"2,492","2,293",199,8
CN5159000000000,51,590,"Danville city, VA",2014,,"19,520","17,815","1,705",8.7
CN5159500000000,51,595,"Emporia city, VA",2014,,"2,321","2,131",190,8.2
CN5160000000000,51,600,"Fairfax city, VA",2014,,"13,293","12,747",546,4.1
CN5161000000000,51,610,"Falls Church city, VA",2014,,"7,818","7,537",281,3.6
CN5162000000000,51,620,"Franklin city, VA",2014,,"3,624","3,340",284,7.8
CN5163000000000,51,630,"Fredericksburg city, VA",2014,,"13,721","12,885",836,6.1
CN5164000000000,51,640,"Galax city, VA",2014,,"3,002","2,783",219,7.3
CN5165000000000,51,650,"Hampton city, VA",2014,,"65,815","61,392","4,423",6.7
CN5166000000000,51,660,"Harrisonburg city, VA",2014,,"24,307","22,829","1,478",6.1
CN5167000000000,51,670,"Hopewell city, VA",2014,,"9,691","8,823",868,9
CN5167800000000,51,678,"Lexington city, VA",2014,,"2,086","1,908",178,8.5
CN5168000000000,51,680,"Lynchburg city, VA",2014,,"36,135","33,832","2,303",6.4
CN5168300000000,51,683,"Manassas city, VA",2014,,"22,199","21,089","1,110",5
CN5168500000000,51,685,"Manassas Park city, VA",2014,,"8,192","7,801",391,4.8
CN5169000000000,51,690,"Martinsville city, VA",2014,,"5,556","5,005",551,9.9
CN5170000000000,51,700,"Newport News city, VA",2014,,"91,032","85,349","5,683",6.2
CN5171000000000,51,710,"Norfolk city, VA",2014,,"112,466","105,312","7,154",6.4
CN5172000000000,51,720,"Norton city, VA",2014,,"1,813","1,673",140,7.7
CN5173000000000,51,730,"Petersburg city, VA",2014,,"13,844","12,363","1,481",10.7
CN5173500000000,51,735,"Poquoson city, VA",2014,,"6,322","6,035",287,4.5
CN5174000000000,51,740,"Portsmouth city, VA",2014,,"45,253","41,969","3,284",7.3
CN5175000000000,51,750,"Radford city, VA",2014,,"8,500","7,928",572,6.7
CN5176000000000,51,760,"Richmond city, VA",2014,,"112,796","105,880","6,916",6.1
CN5177000000000,51,770,"Roanoke city, VA",2014,,"50,276","47,334","2,942",5.9
CN5177500000000,51,775,"Salem city, VA",2014,,"13,169","12,491",678,5.1
CN5179000000000,51,790,"Staunton city, VA",2014,,"12,086","11,464",622,5.1
CN5180000000000,51,800,"Suffolk city, VA",2014,,"42,524","40,079","2,445",5.7
CN5181000000000,51,810,"Virginia Beach city, VA",2014,,"232,635","221,183","11,452",4.9
CN5182000000000,51,820,"Waynesboro city, VA",2014,,"10,108","9,568",540,5.3
CN5183000000000,51,830,"Williamsburg city, VA",2014,,"6,662","6,174",488,7.3
CN5184000000000,51,840,"Winchester city, VA",2014,,"14,486","13,745",741,5.1
CN5300100000000,53,1,"Adams County, WA",2014,,"8,474","7,866",608,7.2
CN5300300000000,53,3,"Asotin County, WA",2014,,"9,697","9,179",518,5.3
CN5300500000000,53,5,"Benton County, WA",2014,,"89,917","83,233","6,684",7.4
CN5300700000000,53,7,"Chelan County, WA",2014,,"41,702","39,186","2,516",6
CN5300900000000,53,9,"Clallam County, WA",2014,,"26,711","24,478","2,233",8.4
CN5301100000000,53,11,"Clark County, WA",2014,,"209,174","194,498","14,676",7
CN5301300000000,53,13,"Columbia County, WA",2014,,"1,741","1,618",123,7.1
CN5301500000000,53,15,"Cowlitz County, WA",2014,,"43,571","40,078","3,493",8
CN5301700000000,53,17,"Douglas County, WA",2014,,"19,419","18,059","1,360",7
CN5301900000000,53,19,"Ferry County, WA",2014,,"2,448","2,171",277,11.3
CN5302100000000,53,21,"Franklin County, WA",2014,,"38,015","34,869","3,146",8.3
CN5302300000000,53,23,"Garfield County, WA",2014,,960,897,63,6.6
CN5302500000000,53,25,"Grant County, WA",2014,,"44,878","41,568","3,310",7.4
CN5302700000000,53,27,"Grays Harbor County, WA",2014,,"27,178","24,445","2,733",10.1
CN5302900000000,53,29,"Island County, WA",2014,,"31,705","29,621","2,084",6.6
CN5303100000000,53,31,"Jefferson County, WA",2014,,"11,185","10,293",892,8
CN5303300000000,53,33,"King County, WA",2014,,"1,161,113","1,106,290","54,823",4.7
CN5303500000000,53,35,"Kitsap County, WA",2014,,"113,480","106,574","6,906",6.1
CN5303700000000,53,37,"Kittitas County, WA",2014,,"20,176","18,786","1,390",6.9
CN5303900000000,53,39,"Klickitat County, WA",2014,,"9,583","8,846",737,7.7
CN5304100000000,53,41,"Lewis County, WA",2014,,"30,519","27,772","2,747",9
CN5304300000000,53,43,"Lincoln County, WA",2014,,"5,046","4,757",289,5.7
CN5304500000000,53,45,"Mason County, WA",2014,,"23,119","21,200","1,919",8.3
CN5304700000000,53,47,"Okanogan County, WA",2014,,"21,340","19,827","1,513",7.1
CN5304900000000,53,49,"Pacific County, WA",2014,,"7,848","7,077",771,9.8
CN5305100000000,53,51,"Pend Oreille County, WA",2014,,"4,575","4,120",455,9.9
CN5305300000000,53,53,"Pierce County, WA",2014,,"385,100","358,258","26,842",7
CN5305500000000,53,55,"San Juan County, WA",2014,,"7,685","7,303",382,5
CN5305700000000,53,57,"Skagit County, WA",2014,,"56,455","52,395","4,060",7.2
CN5305900000000,53,59,"Skamania County, WA",2014,,"4,945","4,540",405,8.2
CN5306100000000,53,61,"Snohomish County, WA",2014,,"396,624","375,709","20,915",5.3
CN5306300000000,53,63,"Spokane County, WA",2014,,"225,213","209,642","15,571",6.9
CN5306500000000,53,65,"Stevens County, WA",2014,,"17,382","15,774","1,608",9.3
CN5306700000000,53,67,"Thurston County, WA",2014,,"123,254","115,313","7,941",6.4
CN5306900000000,53,69,"Wahkiakum County, WA",2014,,"1,275","1,153",122,9.6
CN5307100000000,53,71,"Walla Walla County, WA",2014,,"28,447","26,707","1,740",6.1
CN5307300000000,53,73,"Whatcom County, WA",2014,,"101,273","94,674","6,599",6.5
CN5307500000000,53,75,"Whitman County, WA",2014,,"22,139","20,991","1,148",5.2
CN5307700000000,53,77,"Yakima County, WA",2014,,"119,501","109,208","10,293",8.6
CN5400100000000,54,1,"Barbour County, WV",2014,,"6,835","6,376",459,6.7
CN5400300000000,54,3,"Berkeley County, WV",2014,,"52,649","49,762","2,887",5.5
CN5400500000000,54,5,"Boone County, WV",2014,,"8,441","7,658",783,9.3
CN5400700000000,54,7,"Braxton County, WV",2014,,"5,237","4,742",495,9.5
CN5400900000000,54,9,"Brooke County, WV",2014,,"10,127","9,391",736,7.3
CN5401100000000,54,11,"Cabell County, WV",2014,,"42,217","39,896","2,321",5.5
CN5401300000000,54,13,"Calhoun County, WV",2014,,"2,909","2,626",283,9.7
CN5401500000000,54,15,"Clay County, WV",2014,,"3,325","2,963",362,10.9
CN5401700000000,54,17,"Doddridge County, WV",2014,,"3,641","3,459",182,5
CN5401900000000,54,19,"Fayette County, WV",2014,,"16,638","15,247","1,391",8.4
CN5402100000000,54,21,"Gilmer County, WV",2014,,"2,747","2,569",178,6.5
CN5402300000000,54,23,"Grant County, WV",2014,,"5,823","5,373",450,7.7
CN5402500000000,54,25,"Greenbrier County, WV",2014,,"15,166","14,118","1,048",6.9
CN5402700000000,54,27,"Hampshire County, WV",2014,,"9,425","8,833",592,6.3
CN5402900000000,54,29,"Hancock County, WV",2014,,"13,161","12,104","1,057",8
CN5403100000000,54,31,"Hardy County, WV",2014,,"5,361","4,909",452,8.4
CN5403300000000,54,33,"Harrison County, WV",2014,,"31,863","30,149","1,714",5.4
CN5403500000000,54,35,"Jackson County, WV",2014,,"11,858","11,066",792,6.7
CN5403700000000,54,37,"Jefferson County, WV",2014,,"26,952","25,695","1,257",4.7
CN5403900000000,54,39,"Kanawha County, WV",2014,,"88,848","83,617","5,231",5.9
CN5404100000000,54,41,"Lewis County, WV",2014,,"7,191","6,735",456,6.3
CN5404300000000,54,43,"Lincoln County, WV",2014,,"7,539","6,815",724,9.6
CN5404500000000,54,45,"Logan County, WV",2014,,"11,921","10,664","1,257",10.5
CN5404700000000,54,47,"McDowell County, WV",2014,,"5,785","5,027",758,13.1
CN5404900000000,54,49,"Marion County, WV",2014,,"26,486","24,900","1,586",6
CN5405100000000,54,51,"Marshall County, WV",2014,,"14,279","13,185","1,094",7.7
CN5405300000000,54,53,"Mason County, WV",2014,,"10,151","9,193",958,9.4
CN5405500000000,54,55,"Mercer County, WV",2014,,"22,254","20,551","1,703",7.7
CN5405700000000,54,57,"Mineral County, WV",2014,,"11,810","10,875",935,7.9
CN5405900000000,54,59,"Mingo County, WV",2014,,"7,729","6,801",928,12
CN5406100000000,54,61,"Monongalia County, WV",2014,,"50,404","48,172","2,232",4.4
CN5406300000000,54,63,"Monroe County, WV",2014,,"5,574","5,247",327,5.9
CN5406500000000,54,65,"Morgan County, WV",2014,,"7,416","6,975",441,5.9
CN5406700000000,54,67,"Nicholas County, WV",2014,,"10,079","9,159",920,9.1
CN5406900000000,54,69,"Ohio County, WV",2014,,"21,025","19,852","1,173",5.6
CN5407100000000,54,71,"Pendleton County, WV",2014,,"3,486","3,316",170,4.9
CN5407300000000,54,73,"Pleasants County, WV",2014,,"2,981","2,769",212,7.1
CN5407500000000,54,75,"Pocahontas County, WV",2014,,"3,546","3,237",309,8.7
CN5407700000000,54,77,"Preston County, WV",2014,,"14,498","13,627",871,6
CN5407900000000,54,79,"Putnam County, WV",2014,,"25,952","24,510","1,442",5.6
CN5408100000000,54,81,"Raleigh County, WV",2014,,"31,272","29,030","2,242",7.2
CN5408300000000,54,83,"Randolph County, WV",2014,,"11,831","10,975",856,7.2
CN5408500000000,54,85,"Ritchie County, WV",2014,,"4,603","4,317",286,6.2
CN5408700000000,54,87,"Roane County, WV",2014,,"5,296","4,765",531,10
CN5408900000000,54,89,"Summers County, WV",2014,,"4,491","4,170",321,7.1
CN5409100000000,54,91,"Taylor County, WV",2014,,"7,758","7,345",413,5.3
CN5409300000000,54,93,"Tucker County, WV",2014,,"3,367","3,152",215,6.4
CN5409500000000,54,95,"Tyler County, WV",2014,,"3,612","3,283",329,9.1
CN5409700000000,54,97,"Upshur County, WV",2014,,"9,565","8,919",646,6.8
CN5409900000000,54,99,"Wayne County, WV",2014,,"15,890","14,798","1,092",6.9
CN5410100000000,54,101,"Webster County, WV",2014,,"3,447","3,151",296,8.6
CN5410300000000,54,103,"Wetzel County, WV",2014,,"7,277","6,529",748,10.3
CN5410500000000,54,105,"Wirt County, WV",2014,,"2,269","2,049",220,9.7
CN5410700000000,54,107,"Wood County, WV",2014,,"37,882","35,627","2,255",6
CN5410900000000,54,109,"Wyoming County, WV",2014,,"7,967","7,209",758,9.5
CN5500100000000,55,1,"Adams County, WI",2014,,"8,409","7,665",744,8.8
CN5500300000000,55,3,"Ashland County, WI",2014,,"8,065","7,460",605,7.5
CN5500500000000,55,5,"Barron County, WI",2014,,"24,109","22,714","1,395",5.8
CN5500700000000,55,7,"Bayfield County, WI",2014,,"7,552","6,829",723,9.6
CN5500900000000,55,9,"Brown County, WI",2014,,"138,636","131,911","6,725",4.9
CN5501100000000,55,11,"Buffalo County, WI",2014,,"6,471","6,106",365,5.6
CN5501300000000,55,13,"Burnett County, WI",2014,,"7,379","6,786",593,8
CN5501500000000,55,15,"Calumet County, WI",2014,,"27,181","26,040","1,141",4.2
CN5501700000000,55,17,"Chippewa County, WI",2014,,"33,109","31,321","1,788",5.4
CN5501900000000,55,19,"Clark County, WI",2014,,"16,992","16,062",930,5.5
CN5502100000000,55,21,"Columbia County, WI",2014,,"31,238","29,587","1,651",5.3
CN5502300000000,55,23,"Crawford County, WI",2014,,"7,998","7,432",566,7.1
CN5502500000000,55,25,"Dane County, WI",2014,,"306,147","294,796","11,351",3.7
CN5502700000000,55,27,"Dodge County, WI",2014,,"47,598","45,034","2,564",5.4
CN5502900000000,55,29,"Door County, WI",2014,,"15,394","14,136","1,258",8.2
CN5503100000000,55,31,"Douglas County, WI",2014,,"23,581","22,233","1,348",5.7
CN5503300000000,55,33,"Dunn County, WI",2014,,"23,673","22,435","1,238",5.2
CN5503500000000,55,35,"Eau Claire County, WI",2014,,"58,071","55,458","2,613",4.5
CN5503700000000,55,37,"Florence County, WI",2014,,"2,207","2,043",164,7.4
CN5503900000000,55,39,"Fond du Lac County, WI",2014,,"57,194","54,376","2,818",4.9
CN5504100000000,55,41,"Forest County, WI",2014,,"4,029","3,679",350,8.7
CN5504300000000,55,43,"Grant County, WI",2014,,"27,780","26,439","1,341",4.8
CN5504500000000,55,45,"Green County, WI",2014,,"20,866","19,923",943,4.5
CN5504700000000,55,47,"Green Lake County, WI",2014,,"10,060","9,411",649,6.5
CN5504900000000,55,49,"Iowa County, WI",2014,,"13,572","12,875",697,5.1
CN5505100000000,55,51,"Iron County, WI",2014,,"2,684","2,429",255,9.5
CN5505300000000,55,53,"Jackson County, WI",2014,,"10,221","9,620",601,5.9
CN5505500000000,55,55,"Jefferson County, WI",2014,,"45,880","43,585","2,295",5
CN5505700000000,55,57,"Juneau County, WI",2014,,"13,406","12,536",870,6.5
CN5505900000000,55,59,"Kenosha County, WI",2014,,"87,203","81,920","5,283",6.1
CN5506100000000,55,61,"Kewaunee County, WI",2014,,"10,857","10,307",550,5.1
CN5506300000000,55,63,"La Crosse County, WI",2014,,"66,786","63,869","2,917",4.4
CN5506500000000,55,65,"Lafayette County, WI",2014,,"9,413","9,015",398,4.2
CN5506700000000,55,67,"Langlade County, WI",2014,,"9,580","8,858",722,7.5
CN5506900000000,55,69,"Lincoln County, WI",2014,,"15,399","14,439",960,6.2
CN5507100000000,55,71,"Manitowoc County, WI",2014,,"42,625","40,040","2,585",6.1
CN5507300000000,55,73,"Marathon County, WI",2014,,"73,263","69,563","3,700",5.1
CN5507500000000,55,75,"Marinette County, WI",2014,,"21,127","19,697","1,430",6.8
CN5507700000000,55,77,"Marquette County, WI",2014,,"7,337","6,810",527,7.2
CN5507800000000,55,78,"Menominee County, WI",2014,,"1,602","1,403",199,12.4
CN5507900000000,55,79,"Milwaukee County, WI",2014,,"479,375","446,333","33,042",6.9
CN5508100000000,55,81,"Monroe County, WI",2014,,"22,578","21,357","1,221",5.4
CN5508300000000,55,83,"Oconto County, WI",2014,,"20,375","19,111","1,264",6.2
CN5508500000000,55,85,"Oneida County, WI",2014,,"18,798","17,527","1,271",6.8
CN5508700000000,55,87,"Outagamie County, WI",2014,,"101,429","96,587","4,842",4.8
CN5508900000000,55,89,"Ozaukee County, WI",2014,,"48,010","45,973","2,037",4.2
CN5509100000000,55,91,"Pepin County, WI",2014,,"4,037","3,844",193,4.8
CN5509300000000,55,93,"Pierce County, WI",2014,,"24,051","22,984","1,067",4.4
CN5509500000000,55,95,"Polk County, WI",2014,,"24,476","23,069","1,407",5.7
CN5509700000000,55,97,"Portage County, WI",2014,,"39,352","37,155","2,197",5.6
CN5509900000000,55,99,"Price County, WI",2014,,"6,787","6,420",367,5.4
CN5510100000000,55,101,"Racine County, WI",2014,,"99,994","93,383","6,611",6.6
CN5510300000000,55,103,"Richland County, WI",2014,,"9,322","8,850",472,5.1
CN5510500000000,55,105,"Rock County, WI",2014,,"82,406","77,345","5,061",6.1
CN5510700000000,55,107,"Rusk County, WI",2014,,"7,007","6,545",462,6.6
CN5510900000000,55,109,"St. Croix County, WI",2014,,"48,375","46,207","2,168",4.5
CN5511100000000,55,111,"Sauk County, WI",2014,,"35,036","33,284","1,752",5
CN5511300000000,55,113,"Sawyer County, WI",2014,,"7,967","7,255",712,8.9
CN5511500000000,55,115,"Shawano County, WI",2014,,"21,327","20,059","1,268",5.9
CN5511700000000,55,117,"Sheboygan County, WI",2014,,"61,301","58,508","2,793",4.6
CN5511900000000,55,119,"Taylor County, WI",2014,,"10,654","10,084",570,5.4
CN5512100000000,55,121,"Trempealeau County, WI",2014,,"16,550","15,794",756,4.6
CN5512300000000,55,123,"Vernon County, WI",2014,,"15,065","14,334",731,4.9
CN5512500000000,55,125,"Vilas County, WI",2014,,"10,098","9,243",855,8.5
CN5512700000000,55,127,"Walworth County, WI",2014,,"57,086","53,916","3,170",5.6
CN5512900000000,55,129,"Washburn County, WI",2014,,"7,943","7,447",496,6.2
CN5513100000000,55,131,"Washington County, WI",2014,,"75,874","72,420","3,454",4.6
CN5513300000000,55,133,"Waukesha County, WI",2014,,"220,880","211,075","9,805",4.4
CN5513500000000,55,135,"Waupaca County, WI",2014,,"27,361","25,808","1,553",5.7
CN5513700000000,55,137,"Waushara County, WI",2014,,"11,633","10,800",833,7.2
CN5513900000000,55,139,"Winnebago County, WI",2014,,"91,718","86,926","4,792",5.2
CN5514100000000,55,141,"Wood County, WI",2014,,"34,815","32,486","2,329",6.7
CN5600100000000,56,1,"Albany County, WY",2014,,"20,528","19,819",709,3.5
CN5600300000000,56,3,"Big Horn County, WY",2014,,"5,589","5,338",251,4.5
CN5600500000000,56,5,"Campbell County, WY",2014,,"26,305","25,423",882,3.4
CN5600700000000,56,7,"Carbon County, WY",2014,,"8,454","8,117",337,4
CN5600900000000,56,9,"Converse County, WY",2014,,"8,356","8,104",252,3
CN5601100000000,56,11,"Crook County, WY",2014,,"3,717","3,573",144,3.9
CN5601300000000,56,13,"Fremont County, WY",2014,,"20,598","19,574","1,024",5
CN5601500000000,56,15,"Goshen County, WY",2014,,"7,153","6,896",257,3.6
CN5601700000000,56,17,"Hot Springs County, WY",2014,,"2,492","2,389",103,4.1
CN5601900000000,56,19,"Johnson County, WY",2014,,"4,488","4,286",202,4.5
CN5602100000000,56,21,"Laramie County, WY",2014,,"48,859","46,744","2,115",4.3
CN5602300000000,56,23,"Lincoln County, WY",2014,,"8,252","7,827",425,5.2
CN5602500000000,56,25,"Natrona County, WY",2014,,"43,440","41,690","1,750",4
CN5602700000000,56,27,"Niobrara County, WY",2014,,"1,354","1,309",45,3.3
CN5602900000000,56,29,"Park County, WY",2014,,"15,778","15,074",704,4.5
CN5603100000000,56,31,"Platte County, WY",2014,,"4,789","4,605",184,3.8
CN5603300000000,56,33,"Sheridan County, WY",2014,,"15,934","15,196",738,4.6
CN5603500000000,56,35,"Sublette County, WY",2014,,"4,882","4,673",209,4.3
CN5603700000000,56,37,"Sweetwater County, WY",2014,,"23,337","22,405",932,4
CN5603900000000,56,39,"Teton County, WY",2014,,"14,462","13,792",670,4.6
CN5604100000000,56,41,"Uinta County, WY",2014,,"9,901","9,425",476,4.8
CN5604300000000,56,43,"Washakie County, WY",2014,,"4,285","4,099",186,4.3
CN5604500000000,56,45,"Weston County, WY",2014,,"3,979","3,848",131,3.3
CN7200100000000,72,1,"Adjuntas Municipio, PR",2014,,"4,519","3,530",989,21.9
CN7200300000000,72,3,"Aguada Municipio, PR",2014,,"12,059","9,989","2,070",17.2
CN7200500000000,72,5,"Aguadilla Municipio, PR",2014,,"15,020","12,550","2,470",16.4
CN7200700000000,72,7,"Aguas Buenas Municipio, PR",2014,,"6,962","5,815","1,147",16.5
CN7200900000000,72,9,"Aibonito Municipio, PR",2014,,"6,881","5,679","1,202",17.5
CN7201100000000,72,11,"Anasco Municipio, PR",2014,,"9,014","7,538","1,476",16.4
CN7201300000000,72,13,"Arecibo Municipio, PR",2014,,"24,500","20,698","3,802",15.5
CN7201500000000,72,15,"Arroyo Municipio, PR",2014,,"5,335","4,099","1,236",23.2
CN7201700000000,72,17,"Barceloneta Municipio, PR",2014,,"6,183","4,957","1,226",19.8
CN7201900000000,72,19,"Barranquitas Municipio, PR",2014,,"7,586","6,399","1,187",15.6
CN7202100000000,72,21,"Bayamon Municipio, PR",2014,,"68,167","61,166","7,001",10.3
CN7202300000000,72,23,"Cabo Rojo Municipio, PR",2014,,"14,476","12,003","2,473",17.1
CN7202500000000,72,25,"Caguas Municipio, PR",2014,,"48,931","43,179","5,752",11.8
